Test Dataset,Model Folder,Model,Loss,Accuracy,Male Accuracy,Female Accuracy
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_7_balanced_best.pth,1.8447223903190706,74.90322875976562,62.16216216216216,87.71021992238033
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_8_balanced_best.pth,1.9299736537183485,74.7741928100586,62.676962676962674,86.9340232858991
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_9_balanced_best.pth,1.858790478590996,76.00000762939453,65.8944658944659,86.15782664941786
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_10_balanced_best.pth,1.9702810143204705,76.6451644897461,65.76576576576578,87.58085381630013
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_1_unbalanced_best.pth,1.131008103432194,79.54838562011719,86.10038610038609,72.96248382923673
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,1.1498893505527128,79.48387145996094,83.52638352638353,75.42043984476066
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_3_unbalanced_best.pth,1.2167788661006957,79.74193572998047,82.62548262548263,76.84346701164296
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_1_balanced_best.pth,0.6811089993100012,79.03225708007812,79.02187902187903,79.04269081500647
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_2_balanced_best.pth,0.9188829336243292,78.0,82.75418275418276,73.22121604139716
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_3_balanced_best.pth,1.2613825372726686,77.61290740966797,80.18018018018019,75.03234152652006
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_4_balanced_best.pth,1.2629810491300397,78.06452178955078,77.09137709137708,79.04269081500647
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_5_balanced_best.pth,1.3543200327696339,77.8709716796875,80.18018018018019,75.54980595084088
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_6_balanced_best.pth,1.244297192212074,77.48387145996094,78.12097812097812,76.84346701164296
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_7_balanced_best.pth,1.4475123413916557,77.93548583984375,75.67567567567568,80.20698576972833
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_8_balanced_best.pth,1.5695697755679008,77.41935729980469,72.84427284427284,82.01811125485123
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_9_balanced_best.pth,1.781465124610451,78.12903594970703,73.61647361647363,82.66494178525227
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_10_balanced_best.pth,1.6981930693118803,77.54839324951172,71.94337194337194,83.18240620957309
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_1_unbalanced_best.pth,0.8367674485329659,78.45161437988281,84.68468468468468,72.1862871927555
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_2_unbalanced_best.pth,1.0019804058199928,79.93548583984375,85.45688545688546,74.38551099611902
East_Asian_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_3_unbalanced_best.pth,0.9874463053480271,80.45161437988281,83.52638352638353,77.36093143596378
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_1_balanced_best.pth,1.205877539717382,81.35484313964844,77.34877734877735,85.38163001293661
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_2_balanced_best.pth,1.3439087824751774,80.70967864990234,78.76447876447877,82.66494178525227
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_balanced_best.pth,1.2647209600671645,80.25806427001953,79.02187902187903,81.5006468305304
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_4_balanced_best.pth,1.2830697798728943,80.45161437988281,78.63577863577864,82.27684346701164
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_5_balanced_best.pth,1.370167457105652,80.96774291992188,79.27927927927928,82.66494178525227
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_6_balanced_best.pth,1.464071062399495,79.8709716796875,77.60617760617761,82.14747736093143
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_7_balanced_best.pth,1.6017034542945123,80.12903594970703,77.47747747747748,82.79430789133248
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_8_balanced_best.pth,1.5373357189086176,79.54838562011719,73.87387387387388,85.25226390685641
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_9_balanced_best.pth,1.3834285849661776,81.35484313964844,80.6949806949807,82.01811125485123
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_10_balanced_best.pth,1.4609573068491544,80.70967864990234,79.02187902187903,82.40620957309184
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_1_unbalanced_best.pth,1.2537335467146289,78.96774291992188,88.15958815958817,69.72833117723157
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,1.3246462066711917,79.29032135009766,89.06048906048906,69.46959896507116
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_unbalanced_best.pth,1.3306833481139713,79.48387145996094,87.77348777348777,71.15135834411385
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_1_balanced_best.pth,0.7772468236377162,79.0967788696289,79.66537966537966,78.52522639068565
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_2_balanced_best.pth,0.8172234010696411,80.19355010986328,79.79407979407979,80.59508408796894
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_3_balanced_best.pth,0.9784527482476927,80.12903594970703,78.37837837837837,81.88874514877102
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_4_balanced_best.pth,1.0236503278072022,80.6451644897461,82.88288288288288,78.39586028460543
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_5_balanced_best.pth,0.9789267629961813,81.16129302978516,84.2985842985843,78.00776196636481
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_6_balanced_best.pth,1.2929643713754992,81.48387908935547,84.68468468468468,78.26649417852522
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_7_balanced_best.pth,1.2283154092681023,81.22581481933594,83.01158301158301,79.43078913324709
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_8_balanced_best.pth,1.2912645255173407,81.48387908935547,79.66537966537966,83.3117723156533
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_9_balanced_best.pth,1.193204774895022,82.38710021972656,81.33848133848134,83.44113842173351
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_10_balanced_best.pth,1.3171763888674397,81.35484313964844,80.43758043758044,82.27684346701164
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_1_unbalanced_best.pth,0.9296440664414437,77.67742156982422,86.48648648648648,68.82276843467011
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_2_unbalanced_best.pth,1.0689608897701386,78.90322875976562,88.93178893178893,68.82276843467011
East_Asian_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_3_unbalanced_best.pth,1.166065331906561,79.74193572998047,86.87258687258688,72.57438551099612
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_1_balanced_best.pth,1.2768377841864862,81.0967788696289,82.23938223938224,79.94825355756791
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_2_balanced_best.pth,1.3359419861483959,80.58064270019531,82.88288288288288,78.26649417852522
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_3_balanced_best.pth,1.4486393204042989,80.90322875976562,82.36808236808237,79.43078913324709
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_4_balanced_best.pth,1.389547008516327,80.51612854003906,84.16988416988417,76.84346701164296
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_5_balanced_best.pth,1.5052678306289617,80.51612854003906,83.14028314028315,77.87839586028461
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_6_balanced_best.pth,1.3928715866900259,80.51612854003906,79.79407979407979,81.24191461836999
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_7_balanced_best.pth,1.3580187357169005,80.83870697021484,83.26898326898326,78.39586028460543
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_8_balanced_best.pth,1.6311388162451406,79.74193572998047,83.3976833976834,76.06727037516171
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_9_balanced_best.pth,1.6118636482761752,79.93548583984375,82.23938223938224,77.61966364812419
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_10_balanced_best.pth,1.784520839029743,80.12903594970703,80.3088803088803,79.94825355756791
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_1_unbalanced_best.pth,1.276089416504387,79.8709716796875,90.09009009009009,69.59896507115135
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,1.3239240143724507,79.29032135009766,86.10038610038609,72.44501940491591
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.6,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_3_unbalanced_best.pth,1.700826837317192,79.48387145996094,89.31788931788932,69.59896507115135
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_1_balanced_best.pth,0.8683737555434627,80.32257843017578,85.71428571428571,74.90297542043984
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_2_balanced_best.pth,0.9231380217498348,80.51612854003906,87.25868725868726,73.73868046571799
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_3_balanced_best.pth,1.1355297037670689,81.0967788696289,85.84298584298584,76.32600258732212
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_4_balanced_best.pth,1.1711259741456277,81.41935729980469,85.07078507078506,77.7490297542044
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_5_balanced_best.pth,1.2786713065928028,80.7741928100586,86.35778635778635,75.16170763260025
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_6_balanced_best.pth,1.189632617917753,82.00000762939453,84.16988416988417,79.81888745148771
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_7_balanced_best.pth,1.3179613603891864,81.0967788696289,82.88288288288288,79.30142302716689
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_8_balanced_best.pth,1.3889923700594133,80.58064270019531,84.68468468468468,76.45536869340232
East_Asian_Validation,bias_training_data\bias_Unlabeled_0.9,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_9_balanced_best.pth,1.4748471596452497,80.90322875976562,83.26898326898326,78.52522639068565
